Name,Additional names,Twitter-Account,Organization,Specific addresses,URL,Language,Category,Subcategory,Country
Radio Grischa,Radio Grischa,@radiogrischa ,,,http://www.radiogrischa.ch/,DE,Massenmediale Öffentlichkeit,Kommerzielles Privatradio,CH
Radio Industrie,Radio Industrie, ,,,http://radioindustrie.com/,DE,Massenmediale Öffentlichkeit,nicht-kommerzorientiertes Lokalradio ,CH
Radio Inside,Radio Inside,@radio_inside,,,http://radioinside.ch/,DE,Massenmediale Öffentlichkeit,Kommerzielles Privatradio,CH
Radio Jura Bernois,RJB,,,,http://www.rjb.ch/,FR,Massenmediale Öffentlichkeit,Kommerzielles Privatradio,CH
Radio Kaiseregg,Radio Kaiseregg,@kaiseregg ,,,http://www.kaiseregg.ch/,DE,Massenmediale Öffentlichkeit,nicht-kommerzorientiertes Lokalradio ,CH
Radio Life Channel,Radio Life Channel,@Life_Channel ,,,http://www.erf-medien.ch/radio-life-channel,DE,Massenmediale Öffentlichkeit,nicht-kommerzorientiertes Lokalradio (christlich),CH
Radio Loco-Motivo,,,,,http://www.klippklang.ch/de/Radio-loco-motivo-Bern/135,DE,Massenmediale Öffentlichkeit,Ausbildungsradio. Redaktionen in Bern und Winterthur,
Radio LoRa,Radio LoRa,,,,http://lora.ch/,DE,Massenmediale Öffentlichkeit,nicht-kommerzorientiertes Lokalradio ,CH
Radio Maria,Radio Maria,@radiomariach ,,,http://radiomaria.ch/,DE,Massenmediale Öffentlichkeit,Kommerzielles Privatradio,CH
Radio Munot,Radio Munot,,,,http://www.radiomunot.ch/,DE,Massenmediale Öffentlichkeit,Kommerzielles Privatradio,CH
Radio Neuchateloise,RTN,@radiortn ,,,http://www.rtn.ch,FR,Massenmediale Öffentlichkeit,Radio,CH
Radio Pilatus,Radio Pilatus,@radiopilatus ,,,http://www.radiopilatus.ch/,DE,Massenmediale Öffentlichkeit,Kommerzielles Privatradio,CH
Radio RaBe,Radio RaBe, ,,,http://www.rabe.ch/,DE,Massenmediale Öffentlichkeit,nicht-kommerzorientiertes Lokalradio ,CH
Radio Radius,Radio Radius,,,,http://radioradius.ch/,DE,Massenmediale Öffentlichkeit,Hochschulradio (ETH),CH
Radio Rasa,Radio Rasa,@RadioRasa ,,,http://www.rasa.ch/,DE,Massenmediale Öffentlichkeit,nicht-kommerzorientiertes Lokalradio ,CH
Radio RFJ,RFJ,@radiorfj ,,,http://www.rfj.ch,FR,Massenmediale Öffentlichkeit,Radio,CH
Radio Rottu Oberwallis,rro,@radio_rottu ,,,http://www.rro.ch,DE,Massenmediale Öffentlichkeit,Radio,CH
Radio Rumantsch,RTR, ,,,http://www.rtr.ch/home,RM,Massenmediale Öffentlichkeit,öffentlich-rechtlicher Rundfunk,CH
Radio Stadtfilter,Radio Stadtfilter,@stadtfilter ,,,http://www.stadtfilter.ch/,DE,Massenmediale Öffentlichkeit,nicht-kommerzorientiertes Lokalradio ,CH
Sunshine Radio,Radio Sunshine,@radiosunshine,,,http://www.sunshine.ch/,DE,Massenmediale Öffentlichkeit,Kommerzielles Privatradio,CH
Radio Swiss Classic,Radio Swiss Classic,,,,http://www.radioswissclassic.ch/,"DE,FR,IT,EN",Massenmediale Öffentlichkeit,öffentlich-rechtlicher Rundfunk,CH
Radio Swiss Jazz,Radio Swiss Jazz,,,,http://www.radioswissjazz.ch/,"DE,FR,IT,EN",Massenmediale Öffentlichkeit,öffentlich-rechtlicher Rundfunk,CH
Radio Swiss Pop,Radio Swiss Pop,,,,http://www.radioswisspop.ch/,"DE,FR,IT,EN",Massenmediale Öffentlichkeit,öffentlich-rechtlicher Rundfunk,CH
Radio Television Suisse,RTS,@RadioTeleSuisse ,,,http://www.rts.ch,FR,Massenmediale Öffentlichkeit,öffentlicher Rundfunk,CH
Radio Tell,Radio Tell,,,,http://www.radiotell.ch/radiotell/start.asp,DE,Massenmediale Öffentlichkeit,Kommerzielles Privatradio,CH
Radio Top,Radio Top,@RADIO_TOP_CH ,,,http://www.radiotop.ch/,DE,Massenmediale Öffentlichkeit,Kommerzielles Privatradio,CH
Radio Top Two,Radio Top Two, ,,,http://www.toptwo.ch/ueber-uns/programm/,DE,Massenmediale Öffentlichkeit,Kommerzielles Privatradio,CH
Radio Tropic,Radio Tropic,,,,http://www.radio-tropic.ch/,DE,Massenmediale Öffentlichkeit,Kommerzielles Privatradio,CH
Radio Unimix,Radio Unimix,@UnimixFR ,,,http://radiounimix.ch/,"DE,FR",Massenmediale Öffentlichkeit,Hochschulradio (Universität Fribourg),CH
Radio X,Radio X,,,,http://www.radiox.ch/,DE,Massenmediale Öffentlichkeit,nicht-kommerzorientiertes Lokalradio ,CH
Radio Zürisee,Radio Zürisee,@zuerisee ,,,http://www.radio.ch/,DE,Massenmediale Öffentlichkeit,Kommerzielles Privatradio,CH
Radiotelevisione svizzra,RSI, ,,,http://www.rsi.ch,IT,Massenmediale Öffentlichkeit,öffentlicher Rundfunk,CH
Radiotelevisiun Svizra Rumantscha,RTR, ,,,http://www.rtr.ch,RM,Massenmediale Öffentlichkeit,öffentlicher Rundfunk,CH
Reader's Digest Schweiz,Reader's Digest Schweiz,,,,http://www.readersdigest.ch,"DE,FR",Massenmediale Öffentlichkeit,Monatszeitschrift,CH
Regiolive.ch,Regiolive.ch,@regiolive_ch ,,,http://www.regiolive.ch,DE,Massenmediale Öffentlichkeit,Newsportal,CH
Reussbote,RB,@Reussbote ,,,http://www.reussbote.ch/,DE,Massenmediale Öffentlichkeit,2x wöchentlich,CH
Rheintalische Volkszeitung,Rheintalische Volkszeitung, ,,,http://www.rheintalverlag.ch/index.asp?topic_id=399,DE,Massenmediale Öffentlichkeit,Tageszeitung,CH
Rhone FM,Rhone FM,,,,http://www.rhonefm.ch/fr/,FR,Massenmediale Öffentlichkeit,Kommerzielles Privatradio,CH
RhoneZeitung,RZ,@RhoneZeitung1 ,,,http://www.rz-online.ch/,DE,Massenmediale Öffentlichkeit,14-täglich,CH
Riehener Zeitung,Riehener-Zeitung, ,,,http://www.riehener-zeitung.ch/content.cfm?nav=1&content=2,DE,Massenmediale Öffentlichkeit,Wochenzeitung,CH
Rigi Anzeiger,"Rigi-Anzeiger, RA",,,,http://www.rigianzeiger.ch/,DE,Massenmediale Öffentlichkeit,Wochenblatt,CH
Rigi Post,Rigi-Post,,,,http://www.rigipost.ch/,DE,Massenmediale Öffentlichkeit,Wochenblatt,CH
Rivista di Bellinzona,"Rivista di Bellinzona, RB",,,,http://www.casagrande-online.ch/Edizioni/rb/,IT,Massenmediale Öffentlichkeit,Monatszeitung,CH
Rivista di Lugano,Rivista di Lugano,,,,,IT,Massenmediale Öffentlichkeit,Wochenzeitung,CH
Rouge FM,Rouge FM,,,,http://www.rougefm.com/,FR,Massenmediale Öffentlichkeit,Kommerzielles Privatradio,CH
RSI La 1,RSI La 1,@RSIonline ,,,http://www.rsi.ch/la1/,IT,Massenmediale Öffentlichkeit,TV-Station,CH
RSI La 2,RSI La 2,@RSIonline ,,,http://www.rsi.ch/la2/,IT,Massenmediale Öffentlichkeit,TV-Station,CH
RTS Deux,RTS Deux,@RTSUnDeux,,,http://www.rts.ch/,FR,Massenmediale Öffentlichkeit,TV-Station,CH
RTS Un,RTS Un,@RTSUnDeux,,,http://www.rts.ch/,FR,Massenmediale Öffentlichkeit,TV-Station,CH
Ruinaulta,Ruinaulta,,,,,DE,Massenmediale Öffentlichkeit,Wochenzeitung,CH
Rümlanger,Rümlanger,,,,http://www.zuonline.ch/ruemlanger/index.html,DE,Massenmediale Öffentlichkeit,Wochenzeitung,CH
Rundschau Nord,Rundschau Nord,,,,http://www.effingerhof.ch/fileadmin/seiteninhalt/dateien/Verlag/Online-Ausgaben/rsn/1/,DE,Massenmediale Öffentlichkeit,Wochenblatt,CH
Rundschau Süd,Rundschau Süd,,,,http://www.effingerhof.ch/site2013/fileadmin/seiteninhalt/dateien/Verlag/Online-Ausgaben/rss/1/,DE,Massenmediale Öffentlichkeit,Wochenblatt,CH
S1,S1,,,,http://www.s1tv.ch/,DE,Massenmediale Öffentlichkeit,TV-Station,CH
Saldo,saldo.ch, ,,,www.saldo.ch,DE,Massenmediale Öffentlichkeit,Print und Online,CH
Sarganserländer,Sarganserländer,@sarganserlander ,,,http://www.sarganserlaender.ch,DE,Massenmediale Öffentlichkeit,Tageszeitung,CH
Schaffhauser AZ,Schaffhauser AZ,@az_redaktion ,,,http://www.schaffhauseraz.ch/,DE,Massenmediale Öffentlichkeit,Wochenzeitung,CH
Schaffhauser Bock,Schaffhauser Bock, ,,,http://bockonline.ch/,DE,Massenmediale Öffentlichkeit,Wochenblatt,CH
Schaffhauser Landzeitung,Schaffhauser Landzeitung,,,,http://www.schaffhauserlandzeitung.ch/,DE,Massenmediale Öffentlichkeit,3x wöchentlich,CH
Schaffhauser Nachrichten,Schaffhauser Nachrichten,,,,http://www.shn.ch/,DE,Massenmediale Öffentlichkeit,Tageszeitung,CH
Schweiz 5,U1 TV,,,,,DE,Massenmediale Öffentlichkeit,Private TV-Station,
Schweiz am Wochenende,,,,,https://www.schweizamwochenende.ch/,DE,Massenmediale Öffentlichkeit,Wochenendzeitung,
Schweiz am Sonntag,ot Schweiz am Sonntag,@schweiz_sonntag ,,,http://ot.sonntagonline.ch/,DE,Massenmediale Öffentlichkeit,Sonntagszeitung,CH
Schweiz am Sonntag,SamS,@schweiz_sonntag ,,,http://www.schweizamsonntag.ch/,DE,Massenmediale Öffentlichkeit,Sonntagszeitung,CH
Schweiz am Sonntag,zt Schweiz am Sonntag,@schweiz_sonntag ,,,http://zt.sonntagonline.ch/,DE,Massenmediale Öffentlichkeit,Sonntagszeitung,CH
Schweiz am Sonntag Aargau,Schweiz am Sonntag Aargau,@schweiz_sonntag ,,,http://www.schweizamsonntag.ch/,DE,Massenmediale Öffentlichkeit,Sonntagszeitung,CH
Schweiz am Sonntag Basel,Schweiz am Sonntag Basel,@schweiz_sonntag ,,,http://www.schweizamsonntag.ch/basel/,DE,Massenmediale Öffentlichkeit,Sonntagszeitung,CH
Schweiz am Sonntag Limmattal,Schweiz am Sonntag Limmattal,@schweiz_sonntag ,,,http://www.schweizamsonntag.ch/,DE,Massenmediale Öffentlichkeit,Sonntagszeitung,CH
Schweiz am Sonntag Solothurn/Oberaargau,Schweiz am Sonntag Solothurn/Oberaargau,@schweiz_sonntag ,,,http://www.schweizamsonntag.ch/,DE,Massenmediale Öffentlichkeit,Sonntagszeitung,CH
"Schweiz am Sonntag, Nordwestschweiz","Schweiz am Sonntag, Nordwestschweiz",@schweiz_sonntag ,,,http://www.schweizamsonntag.ch/,DE,Massenmediale Öffentlichkeit,Sonntagszeitung,CH
"Schweiz am Sonntag, Südostschweiz","Schweiz am Sonntag, Südostschweiz",@schweiz_sonntag ,,,http://www.schweizamsonntag.ch/,DE,Massenmediale Öffentlichkeit,Sonntagszeitung,CH
Schweizer Familie,Schweizer Familie,@chfamilie ,,,http://www.schweizerfamilie.ch/,DE,Massenmediale Öffentlichkeit,Zeitschrift,CH
Schweizer Illustrierte,Schweizer Illustrierte,@schweizerillu,,,http://www.schweizer-illustrierte.ch/,DE,Massenmediale Öffentlichkeit,Zeitschrift,CH
Schweizer Illustrierte,SI Style,@SIStyle_Magazin ,,,http://www.sistyle.ch/,DE,Massenmediale Öffentlichkeit,Zeitschrift,CH
Schweizer Journalist,,,,,http://www.schweizer-journalist.ch/,DE,Massenmediale Öffentlichkeit,Fachzeitschrift,
Schweizer Radio und Fernsehen,SRF,@SRF,,,http://www.srf.ch/,DE,Massenmediale Öffentlichkeit,Öffentlich-rechtlicher Rundfunk,CH
Schweizerische Depeschenagentur,SDA, ,,,http://www.sda.ch,"DE,FR,IT",Massenmediale Öffentlichkeit,Nachrichtenagentur,CH
Seetaler Bote,Seetaler Bote,@SeetalerBote ,,,http://www.seetalerbote.ch/,DE,Massenmediale Öffentlichkeit,Wochenzeitung,CH
Sempacher Woche,Sempacher Woche,,,,http://www.sempacherwoche.ch/,DE,Massenmediale Öffentlichkeit,Wochenblatt,CH
sept,,,,,http://www.sept.info/,FR,Massenmediale Öffentlichkeit,Internetzeitung (investigativer Slow-Journalismus),
Sihltaler,Sihltaler (Zürichsee-Zeitung), ,,,http://www.sihltaler.ch/,DE,Massenmediale Öffentlichkeit,Tageszeitung,CH
Simmentaler Anzeiger,Simmentaler Anzeiger,,,,http://www.ilg.ch/simmentaler-anzeiger/,DE,Massenmediale Öffentlichkeit,Wochenblatt,CH
Soaktuell,Soaktuell,@soaktuell ,,,http://www.soaktuell.ch,DE,Massenmediale Öffentlichkeit,Internet-Zeitung,CH
Solothurner Woche,Solothurner Woche,,,,http://www.solothurnerwoche.ch/,DE,Massenmediale Öffentlichkeit,Wochenblatt,CH
Solothurner Zeitung,Solothurner Zeitung, ,,,http://www.solothurnerzeitung.ch,DE,Massenmediale Öffentlichkeit,Tageszeitung,
Sonntagsblick,Sonntags-Blick,@sonntags_blick ,,,http://www.blick.ch/sonntagsblick/,DE,Massenmediale Öffentlichkeit,Sonntagszeitung,CH
SonntagsZeitung,Sonntagszeitung,@sonntagszeitung,,,http://www.sonntagszeitung.ch,DE,Massenmediale Öffentlichkeit,Sonntagszeitung,CH
SRF 1,SRF,,,,http://www.srf.ch/radio-srf-1,DE,Massenmediale Öffentlichkeit,öffentlich-rechtlicher Rundfunk,CH
SRF 1,SRF,@SRF ,,,http://www.srf.ch/tv,DE,Massenmediale Öffentlichkeit,TV-Station,CH
SRF 2,SRF Kultur,@srfkultur ,,,http://www.srf.ch/radio-srf-2-kultur,DE,Massenmediale Öffentlichkeit,öffentlich-rechtlicher Rundfunk,CH
SRF 2,SRF,@SRF ,,,http://www.srf.ch/tv,DE,Massenmediale Öffentlichkeit,TV-Station,CH
SRF 3,SRF,@srf3 ,,,http://www.srf.ch/radio-srf-3,DE,Massenmediale Öffentlichkeit,öffentlich-rechtlicher Rundfunk,CH
SRF 4 News,SRF,@srfnews ,,,http://www.srf.ch/radio-srf-4-news,DE,Massenmediale Öffentlichkeit,öffentlich-rechtlicher Rundfunk,CH
SRF Info,SRF,@SRF ,,,http://www.srf.ch/tv,DE,Massenmediale Öffentlichkeit,TV-Station,CH
SRF Musikwelle,SRF,,,,http://www.srf.ch/radio-srf-musikwelle/,DE,Massenmediale Öffentlichkeit,öffentlich-rechtlicher Rundfunk,CH
SRF Virus,SRF,@srfvirus ,,,http://www.virus.ch/,DE,Massenmediale Öffentlichkeit,öffentlich-rechtlicher Rundfunk,CH
SRG SSR Idee Suisse,SRG,@SRGSSR ,,,http://www.srgssr.ch,"DE,FR,IT,RM,EN",Massenmediale Öffentlichkeit,TV und Radio,CH
St. Galler Tagblatt,Tagblatt,@tagblatt_ch ,,,http://www.tagblatt.ch/,DE,Massenmediale Öffentlichkeit,Tageszeitung,CH
StadtAnzeiger Olten,StadtAnzeiger Olten,,,,http://www.stadtanzeiger-olten.ch/,DE,Massenmediale Öffentlichkeit,Wochenblatt,CH
Stadt-Anzeiger Opfikon/Glattbrugg,Stadt-Anzeiger Opfikon/Glattbrugg,,,,http://www.stadt-anzeiger.ch/stadt-anzeiger-aktuell/,DE,Massenmediale Öffentlichkeit,Wochenblatt,CH
Star TV,Star TV,@startv ,,,http://www.startv.ch/,DE,Massenmediale Öffentlichkeit,TV-Station,CH
Südostschweiz,Südostschweiz - Bündner Tagblatt,@suedostschweiz ,,,http://www.suedostschweiz.ch/zeitung/buendner-tagblatt,DE,Massenmediale Öffentlichkeit,Tageszeitung,CH
Südostschweiz - Gaster und See,Südostschweiz - Gaster und See,@suedostschweiz ,,,http://www.suedostschweiz.ch/region/gaster_see,DE,Massenmediale Öffentlichkeit,Tageszeitung,CH
Südostschweiz - Glarus,Südostschweiz - Glarus,@suedostschweiz ,,,http://www.suedostschweiz.ch/region/glarus,DE,Massenmediale Öffentlichkeit,Tageszeitung,CH
Südostschweiz - Graubünden,Südostschweiz - Graubünden,@suedostschweiz ,,,http://www.suedostschweiz.ch/region/graubuenden,DE,Massenmediale Öffentlichkeit,Tageszeitung,CH
Südostschweiz - La Quotidiana,Südostschweiz - La Quotidiana,@suedostschweiz ,,,http://www.suedostschweiz.ch/zeitung/la-quotidiana,RM,Massenmediale Öffentlichkeit,Tageszeitung,CH
Südostschweiz am Sonntag - Gaster und See,Südostschweiz am Sonntag - Gaster und See,@suedostschweiz ,,,http://www.suedostschweiz.ch/region/gaster_see,DE,Massenmediale Öffentlichkeit,Sonntagszeitung,CH
Südostschweiz am Sonntag - Glarus,Südostschweiz am Sonntag - Glarus,@suedostschweiz ,,,http://www.suedostschweiz.ch/region/glarus,DE,Massenmediale Öffentlichkeit,Sonntagszeitung,CH
Südostschweiz am Sonntag - Graubünden,Südostschweiz am Sonntag - Graubünden,@suedostschweiz ,,,http://www.suedostschweiz.ch/region/graubuenden,DE,Massenmediale Öffentlichkeit,Sonntagszeitung,CH
Surentaler,Trienger Anzeiger,,,,http://www.triengeranzeiger.ch/,DE,Massenmediale Öffentlichkeit,Wochenblatt,CH
Surseer Woche,SUR,@SurseerWoche ,,,http://www.surseerwoche.ch/,DE,Massenmediale Öffentlichkeit,Wochenzeitung,CH
Swiss Media Statistics,Swiss Media Statistics, ,,,http://www.bfs.admin.ch/bfs/portal/en/index/institutionen/bundesamt_fuer_statistik/organisation/blank/gs/poku.html,"DE,FR,IT,RM,EN",Massenmediale Öffentlichkeit,Bundesbehörde (in Entwicklung),CH
Swissinfo,Swissinfo,@swissinfo_en (englisch),,,http://www.swissinfo.ch,"DE,FR,IT,EN,ES,PT,ZH,AR,RU,JA",Massenmediale Öffentlichkeit,Newsportal,CH
Tagblatt der Stadt Zürich,Tagblatt der Stadt Zürich, ,,,http://www.tagblattzuerich.ch/meta/home.html,DE,Massenmediale Öffentlichkeit,Wochenblatt,CH
Tages-Anzeiger,Tagi,@tagesanzeiger ,,,http://www.tagesanzeiger.ch,DE,Massenmediale Öffentlichkeit,Tageszeitung,CH
TagesWoche,Tageswoche,@tageswoche ,,,http://www.tageswoche.ch,DE,Massenmediale Öffentlichkeit,Wochenzeitung (aber täglich im Internet),CH
TELE,tele.ch, ,,,http://www.tele.ch,DE,Massenmediale Öffentlichkeit,Zeitschrift,CH
Tele 1,Tele 1,,,,http://www.tele1.ch/,DE,Massenmediale Öffentlichkeit,TV-Station,CH
Tele Bärn,Tele Bärn,@TeleBaernTV ,,,http://www.telebaern.tv/,DE,Massenmediale Öffentlichkeit,TV-Station,CH
Tele Basel,Tele Basel,@Telebasel ,,,http://www.telebasel.ch/,DE,Massenmediale Öffentlichkeit,TV-Station,CH
Tele Blocher,Tele Blocher,,,,http://www.teleblocher.ch/,DE,Massenmediale Öffentlichkeit,TV-Station,CH
Tele D,Tele Diessenhofen,,,,http://www.tele-d.ch/,DE,Massenmediale Öffentlichkeit,TV-Station,CH
Tele M1,Tele M1, ,,,http://www.telem1.ch/,DE,Massenmediale Öffentlichkeit,TV-Station,CH
Tele Südostschweiz,TSO, ,,,http://www.telesuedostschweiz.ch/,DE,Massenmediale Öffentlichkeit,TV-Station,CH
Tele Ticino,ticinonews.ch,"@ticinonews
@Teleticino",,,www.ticinonews.ch,IT,Massenmediale Öffentlichkeit,Newsportal,CH
Tele Ticino,Tele Ticino,@Teleticino,,,http://www.teleticino.ch/,IT,Massenmediale Öffentlichkeit,TV-Station,CH
Tele Top,Tele Top,@TELETOPCH ,,,http://www.teletop.ch/,DE,Massenmediale Öffentlichkeit,TV-Station,CH
Tele Züri,Tele Züri,@MarkusGilli,,,http://www.telezueri.ch/,DE,Massenmediale Öffentlichkeit,TV-Station,CH
Tele Z,Tele Z,,,,http://www.telez.ch,DE,Massenmediale Öffentlichkeit,Regionaler Fernsehsender,
TeleBilingue,TeleBilingue,,,,http://www.telebielingue.ch/,"DE,FR",Massenmediale Öffentlichkeit,TV-Station,CH
Teleclub,Teleclub,@TeleclubAG,,,http://www.teleclub.ch/,DE,Massenmediale Öffentlichkeit,TV-Station,CH
Teletext,Teletext,,,,http://www.teletext.ch,"DE,FR,IT",Massenmediale Öffentlichkeit,Teletext,CH
"Teletext RSI LA 1, RSI LA 2","Teletext RSI LA 1, RSI LA 2",,,,http://www.teletext.ch/RSILA1/100-01.html,IT,Massenmediale Öffentlichkeit,Teletext,CH
"Teletext RTS Un, RTS deux","Teletext RTS Un, RTS deux",,,,http://www.teletext.ch/TSR1/100-01.html,FR,Massenmediale Öffentlichkeit,Teletext,CH
Television Rumantscha,RTR, ,,,http://www.rtr.ch/home/televisiun/emissiuns.html,RM,Massenmediale Öffentlichkeit,TV-Station,CH
Tessiner Zeitung,Tessiner Zeitung,,,,http://www.tessinerzeitung.ch/de/home.php,DE,Massenmediale Öffentlichkeit,Wochenzeitung,CH
Thalwiler Anzeiger,Thalwiler Anzeiger (Zürichsee-Zeitung),,,,http://www.thalwileranzeiger.ch/,DE,Massenmediale Öffentlichkeit,Tageszeitung,CH
The Local,The Local Switzerland,,,,http://www.thelocal.ch,EN,Massenmediale Öffentlichkeit,Newsportal,CH
Thollon La Radio plus,Thollon La Radio plus,@laradioplus ,,,http://www.laradioplus.com/,FR,Massenmediale Öffentlichkeit,Kommerzielles Privatradio,CH
Thuner Amtsanzeiger,Thuner Amtsanzeiger,,,,http://www.thuneramtsanzeiger.ch/,DE,Massenmediale Öffentlichkeit,Wochenblatt,CH
Thuner Tagblatt,TT,,,,http://tt.bernerzeitung.ch/,DE,Massenmediale Öffentlichkeit,Tageszeitung,CH
Thurgauer Zeitung,Thurgauer Zeitung,@tagblatt_ch ,,,http://www.thurgauerzeitung.ch/,DE,Massenmediale Öffentlichkeit,Tageszeitung,CH
TicinoSette,Ticino7,,,,http://www.ticino7.ch,IT,Massenmediale Öffentlichkeit,Wochenmagazin,CH
Toggenburger Nachrichten,Toggenburger Nachrichten,,,,http://www.toggenburgernachrichten.ch/,DE,Massenmediale Öffentlichkeit,2x wöchentlich,CH
Toggenburger Tagblatt,Toggenburger Tagblatt,@tagblatt_ch ,,,http://www.toggenburgertagblatt.ch/,DE,Massenmediale Öffentlichkeit,Tageszeitung,CH
Tout l'Immobilier,Tout l'Emploi,,,,http://www.toutemploi.ch/,FR,Massenmediale Öffentlichkeit,Wochenblatt,CH
Toxic.fm,Toxic.fm,@toxicfm ,,,http://www.toxic.fm/,DE,Massenmediale Öffentlichkeit,nicht-kommerzorientiertes Lokalradio ,CH
Tribune de Genève,TdG,@tdgch ,,,http://www.tdg.ch,FR,Massenmediale Öffentlichkeit,Tageszeitung,CH
TV Leman Bleu,TV Leman Bleu,,,,http://www.lemanbleu.ch/,FR,Massenmediale Öffentlichkeit,TV-Station,CH
TVO,TVO,@tvo_online,Tagblatt Medien AG,,http://www.tvo-online.ch/,DE,Massenmediale Öffentlichkeit,TV-Station,CH
TV24,,,AZ Medien AG,,http://www.tv24.ch/,DE,Massenmediale Öffentlichkeit,Seit Frühling 2014 Fernsehsender der AZ Medien,
TV25,,,AZ Medien AG,,,DE,Massenmediale Öffentlichkeit,Ab 2. Quartal 2016 neuer Privatfernsehsender der AZ Medien,
UnternehmerZeitung,Unternehmer Zeitung,@UZBusinesspress ,,,http://www.unternehmerzeitung.ch,DE,Massenmediale Öffentlichkeit,10 Ausgaben pro Jahr,CH
Urner Wochenblatt,Urner Wochenblatt,@_Wochenblatt ,,,http://www.urnerwochenblatt.ch/start.asp?level=2,DE,Massenmediale Öffentlichkeit,2x wöchentlich,CH
VBZ Westnetz,"Westnetz, Die Quartierplattform von und für Zürich-West",@westnetz,,,http://www.westnetz.ch,DE,Massenmediale Öffentlichkeit,Newsportal,CH
Voce di Blenio,Voce di Blenio, ,,,http://www.vocediblenio.ch/,IT,Massenmediale Öffentlichkeit,Wochenblatt,CH
Volksstimme,Volksstimme (Oberbaselbiet),@Volksstimme_CH ,,,http://www.volksstimme.ch/,DE,Massenmediale Öffentlichkeit,3x wöchentlich,CH
Walliser Bote,WB,,,,http://www.1815.ch,DE,Massenmediale Öffentlichkeit,Tageszeitung,CH
Watson,Watson,@watson_news ,,,www.watson.ch,DE,Massenmediale Öffentlichkeit,Newsportal,CH
Werbewoche,Media Trend Journal,@Werbewoche ,,,http://www.werbewoche.ch,DE,Massenmediale Öffentlichkeit,Digitales Medienmagazin,CH
Werdenberger & Obertoggenburger,Wundo, ,,,http://www.wundo.ch,DE,Massenmediale Öffentlichkeit,Tageszeitung,CH
Wiggertaler,Wiggertaler, ,,,http://www.wiggertaler.ch/,DE,Massenmediale Öffentlichkeit,Wochenblatt,CH
Wiggertaler Bote,Willisauer Bote,,,,http://www.wiggertalerbote.ch/wiggertal,DE,Massenmediale Öffentlichkeit,2x wöchentlich,CH
Wiler Zeitung,Wiler Zeitung,@WilerZeitung ,,,http://www.wilerzeitung.ch/,DE,Massenmediale Öffentlichkeit,Tageszeitung,CH
Willisauer Bote,WB,@WillisauerBote ,,,http://www.willisauerbote.ch/,DE,Massenmediale Öffentlichkeit,2x wöchentlich,CH
Winterthurer Stadtanzeiger,Stadi, ,,,http://www.stadi-online.ch/,DE,Massenmediale Öffentlichkeit,Wochenblatt,CH
Wochenblatt für das Birseck und Dorneck,WOB,,,,http://www.wochenblatt.ch/wob/,DE,Massenmediale Öffentlichkeit,Wochenblatt,CH
"Wochenblatt für das Schwarzbubenland und Laufental, Breitenbach",WOS,,,,http://www.wochenblatt.ch/wos/,DE,Massenmediale Öffentlichkeit,Wochenblatt,CH
Wochenspiegel,Wochenspiegel,,,,http://wochenspiegel.ch/,DE,Massenmediale Öffentlichkeit,Wochenblatt,CH
Wochen-Zeitung,Wochen-Zeitung für das Emmental und Entlebuch,@Wochen_Zeitung ,,,http://www.wochen-zeitung.ch/,DE,Massenmediale Öffentlichkeit,Wochenblatt,CH
Wohler Anzeiger,Wohler Anzeiger,,,,http://wohleranzeiger.ch/,DE,Massenmediale Öffentlichkeit,2x wöchentlich,CH
World Radio Switzerland,"WRS, Lake Geneva's Voice",@wrs ,,,http://www.worldradio.ch,EN,Massenmediale Öffentlichkeit,Radio (BBC-Partner),CH
Wynentaler Blatt,Wynentaler Blatt,@WynentalerBlatt ,,,http://www.wynentaler-blatt.ch/,DE,Massenmediale Öffentlichkeit,Wochenzeitung,CH
yes FM,yes FM,,,,http://www.yesfm.ch/,FR,Massenmediale Öffentlichkeit,Kommerzielles Privatradio,CH
Zeit-Fragen,Zeit-Fragen,,,,http://www.zeit-fragen.ch,DE,Massenmediale Öffentlichkeit,Wochenzeitung,CH
Zentral+,Zentralplus,@zentralplus,,,http://www.zentralplus.ch,DE,Massenmediale Öffentlichkeit,Newsportal,CH
Zentralschweiz am Sonntag,Zentralschweiz am Sonntag,,,,http://www.luzernerzeitung.ch/,DE,Massenmediale Öffentlichkeit,Sonntagszeitung,CH
Zofinger Tagblatt,Zofinger Tagblatt,@zt_info ,,,http://www.zofingertagblatt.ch,DE,Massenmediale Öffentlichkeit,Tageszeitung,CH
Zuger Presse,Zuger Presse,,,,http://www.zugerpresse.ch/,DE,Massenmediale Öffentlichkeit,Wochenblatt,CH
Zugerbieter,Zuger Presse,,,,http://www.zugerpresse.ch/,DE,Massenmediale Öffentlichkeit,Wochenblatt,CH
Zürcher Oberländer,Zürcher Oberländer, ,,,http://www.zol.ch,DE,Massenmediale Öffentlichkeit,Tageszeitung,CH
Zürcher Unterländer,"zuonline.ch, ZU",@ZUnterland ,,,http://www.zuonline.ch,DE,Massenmediale Öffentlichkeit,Tageszeitung,CH
Züriberg / Neumünsterpost,Züriberg / Neumünsterpost,,,,http://neu.lokalinfo.ch/home-lokalinfo/archiv/zueriberg/zueriberg-7-august-2014/,DE,Massenmediale Öffentlichkeit,Wochenblatt,CH
