Name,(Sonstige) Bezeichnung / Abk.,Country,Category,Verifier,URL,URL-Sprache,Verlagshaus,Twitter-Account,Nickname,Organisation,Position,Follower,Tweets,Link
"Krebs, Adrian",,CH,,Vincenzo,,,,@Agroblogger,,,"Journalist, Blogger",972,2'248,https://twitter.com/Agroblogger
"Krebs, Jürg",,CH,,Vincenzo,,,,@JrgKrebs,,Limmattaler Zeitung,Chefredaktor,497,833,https://twitter.com/JrgKrebs
"Krebs, Marc",,CH,,Vincenzo,,,,@marc_krebs,,,,969,1'614,https://twitter.com/marc_krebs
"Kubli, Simone",,CH,,Vincenzo,,,,@SimoneKubli,,Watson.ch,Redaktorin,116,92,https://twitter.com/SimoneKubli
"Kucera, Andrea",,CH,,Vincenzo,,,,@AndreaKucera,,NZZ,"Westschweiz-Korrespondentin der @NZZ, Co-Autorin Romandie-Blog",343,237,https://twitter.com/AndreaKucera
"Kuchta, Marcel",,CH,,Vincenzo,,,,@Guggti,,Aargauer Zeitung,Sportjournalist,611,2'066,https://twitter.com/Guggti
"Kuehnis, Stefan",,CH,,Vincenzo,,,,@bentomediatweet,,,"Freier Journalist BR, Unternehmen-Betreuer in ihrer PR",152,641,https://twitter.com/bentomediatweet
"Kuenzler, Hanspeter",,,,Vincenzo,,,,@HPKuenzler,,,,308,426,https://twitter.com/HPKuenzler
"Kühn, Alex",,CH,,Vincenzo,,,,@alexkuehnzh,,"Tages-Anzeiger, Züritipp",Schreibt über Sport und Essen,141,179,https://twitter.com/alexkuehnzh
"Kuhn, Oliver",,CH,,Vincenzo,,,,@oliver_kuhn,,Tele1,Journalist,318,158,https://twitter.com/oliver_kuhn
"Kühni, Olivia",,CH,,Vincenzo,,,,@o_kuehni,,,Journalistin,583,1'024,https://twitter.com/o_kuehni
"Kühnis, Patrick",,CH,,Vincenzo,,,,@pakTagi,,Tages-Anzeiger Zürich,Journalist,2'337,4'974,https://twitter.com/pakTagi
"Küng, Daniel",,CH,,Vincenzo,,,,@danikueng,,COO JEP Schweiz/Axel Springer Schweiz,"Radio, TV und Eventmoderator/COO JEP Schweiz, KV Lehrling Axel Springer",2'248,1'269,https://twitter.com/danikueng
"Kunz, Andreas",,CH,,Vincenzo,,,,@andikunz,,,Journalist,1'019,320,https://twitter.com/andikunz
"Kunz, Olaf",,CH,,Vincenzo,,,,@OlafKunz,,Watson,Medienkritiker,382,936,https://twitter.com/OlafKunz
"Künzle, Patrick",,CH,,Vincenzo,,,,@patrick_kuenzle,,SRF,Journalist,1'921,4'459,https://twitter.com/patrick_kuenzle
"Künzler , Matthias",,CH/D,,Vincenzo,,,,@matkuenz,,,,276,493,https://twitter.com/matkuenz
"Kupferschmied, Thomas",,CH,,Vincenzo,,,,@kupfi,,,Designlover. Brandmaker. Creativethinking. Brandarchitect & Designer @ http://www.kupferschmied.ch ® | Founder @smarterpack & @_bureaud,2352,26.5 Tsd,https://twitter.com/kupfi
"Lämmler, Ruedi",,CH,,Vincenzo,,,,@rulaemm,,,Journalist/Redaktor,212,278,https://twitter.com/rulaemm
"Landis , Marc",,CH,,Vincenzo,,,,@marc_landis,,,"Chefredaktor @cetoday_ch & @itmarkt, Journalist",112,41,https://twitter.com/marc_landis
"Landmark, Philipp",,CH,,Vincenzo,,,,@plandmark,,St.Galler Tagblatt,Chefredaktor,1'082,2'099,https://twitter.com/plandmark
"Landolt, Christoph",,CH,,Vincenzo,,,,@calandolt,,Weltwoche,Redaktor,756,339,https://twitter.com/calandolt
"Landolt, Martin",,CH,,Vincenzo,,,,@LandoltMartin,,,"Nationalrat, Präsident BDP Schweiz",3406,1480,https://twitter.com/LandoltMartin
"Lang, Christina",,CH,,Vincenzo,,,,@stinala,,Radio SRF 3,Moderatorin,1'749,937,https://twitter.com/stinala
"Langer, Astrid",,CH,,Vincenzo,,,,@MarieALanger,,NZZ,Journalistin,518,470,https://twitter.com/MarieALanger
"Lanz, Barbara",,CH,,Vincenzo,,,,@LaLaLanz,,,Journalistin,511,1'340,https://twitter.com/LaLaLanz
"Lanzone, Andy",,CH,,Vincenzo,,,,@Lance_Vegas,,RECOMY,Head of Marketing villains ,223,883,https://twitter.com/Lance_Vegas
"Läubli, Martina",,CH,,Vincenzo,,,,@M_Laubli,,NZZ,,132,150,https://twitter.com/M_Laubli
"Lauener, Fred",,CH,,Vincenzo,,,,@Fred_Lauener,,,"Journalist, Texter und Konzepter sowie Experte für Humanitäre Katastrophenhilfe",360,60,https://twitter.com/Fred_Lauener
"Lautenschlager, Anic",,CH,,Vincenzo,,,,@aLautenschlager,,"SRF 3, Virus/SRFzwei","Radio, TV",5'561,2'247,https://twitter.com/aLautenschlager
"Lenz, Christoph",,CH,,Vincenzo,,,,@lenzchristoph,,Der Bund,Journalist,1'066,981,https://twitter.com/lenzchristoph
"Leuenberger, Nicolas",,CH,,Vincenzo,,,,@NicoRadio,,Radio 1,Macht Radio (Redaktor?),234,762,https://twitter.com/NicoRadio
"Leupin, Remo",,CH,,Vincenzo,,,,@remo_leupin,,TagesWoche,Mitglied der Chefredaktion und Leiter Print,1'197,1'103,https://twitter.com/remo_leupin
"Leutenegger, Salva",,CH,,Vincenzo,,,,@salegen,,,"Vertritt die Interessen der Journalisten, ist Zentralsekretärin des Journalistenverbandes impressum",186,365,https://twitter.com/salegen
"Leuthard, Urs",,CH,,Vincenzo,,,,@UrsLeuthard,,SRF,"Journalist, Leiter Tagesschau",884,143,https://twitter.com/UrsLeuthard
"Levy, Roger",,CH,,Vincenzo,,,,@kulturtv,,,Künstler - Filmemacher - Blogger,1'832,16'000,https://twitter.com/kulturtv
"Ley, Thomas",,CH,,Vincenzo,,,,@thomas_ley,,BLICK,Mitglied d. Chefredaktion. Konzernjournalist,912,3'185,https://twitter.com/thomas_ley
"Liechti, Christian",,CH,,Vincenzo,,,,@cho19,,Regionaljournal Bern-Freiburg-Wallis von SRF,Journalist,319,374,https://twitter.com/cho19
"Linhart, Frank",,CH,,Vincenzo,,,,@LinhartFrank,,7vor7,"Journalist, Moderator, Produzent, Redaktor 7vor7",184,85,https://twitter.com/LinhartFrank
"Link, Christiane",,,,Vincenzo,,,,@Christiane,,,Journalistin,3'412,20'700,https://twitter.com/Christiane
"Lipp, Reto",,CH,,Vincenzo,,,,@retolipp,,SRF-Moderator,Wirtschaftsjournalist ,4'819,7'413,https://twitter.com/retolipp
"Löffel, Ruedi ",,CH,,Vincenzo,,,,@ruediloeffel,,,"Grossrat EVP, Mitglied Gemeindeparlament, Geschäftsführer EVP Kanton Bern,  
Stellenleiter Suchtprävention Blaues Kreuz Bern",967,8522,https://twitter.com/ruediloeffel
"Longchamp, Claude",,CH,,Vincenzo,,,,@claudelongchamp,,,"Politikwissenschafter, Historiker, Institutsleiter gfs.bern (CH), Lehrbeauftragter an 3 Unis",6'909,3'742,https://twitter.com/claudelongchamp
"Löpfe, Philipp",,CH,,Vincenzo,,,,@philipploepfe,,,Business Journalist,933,306,https://twitter.com/philipploepfe
"Lorenz, Honegger",,CH,,Vincenzo,,,,@LorenzHonegger,,"Aargauer Zeitung, Die Nordwestschweiz",Bundeshaus-Journalist,688,289,https://twitter.com/LorenzHonegger
"Loser, Philipp",,CH,,Vincenzo,,,,@philipploser,,Tages-Anzeiger,Inlandredaktor,2'015,1'230,https://twitter.com/philipploser
"Luchetta, Simone",,CH,,Vincenzo,,,,@mataharix,,SonntagsZeitung,"Schreibt über Games, Gadgets und Geeks",622,1'230,https://twitter.com/mataharix
"Lüchinger, Caroline",,CH,,Vincenzo,,,,@cluchinger,,SRF 3,Moderatorin ,1'640,772,https://twitter.com/cluchinger
"Lüscher, Christian",,CH,,Vincenzo,,,,@luschair,,TagesAnzeiger,Journalist,893,1'667,https://twitter.com/luschair
"Lüscher, Martin",,CH,,Vincenzo,,,,@m_luescher,,Watson News,Konzeptet und schreibt @watson_news ,123,175,https://twitter.com/m_luescher
"Lussy, Marc ",,CH,,Vincenzo,,,,@MarcLussy,,,Managing Director Swiss Representation Dinar Finance Group / Consultant Banking & Social Media / GLP Member,5704,16.7 Tsd,https://twitter.com/MarcLussy
"Lüthi, Nick",,CH,,Vincenzo,,,,@nick_luethi,,Medienwoche,Journalist,6'083,10.3 Tsd,https://twitter.com/nick_luethi
"Lüthi, Thomas",,CH,,Vincenzo,,,,@thluethi,,,"Verband Schweizerischer Kantonalbanken, Basel, Leiter Kommunikation (Früher: Leiter Ressort Politik bei Basler Zeitung)",554,682,https://twitter.com/thluethi
"Machac, Lucie",,CH,,Vincenzo,,,,@liluscha,,Berner Zeitung,Journalistin,105,61,https://twitter.com/liluscha
"Mäder, Jörg ",,CH,,Vincenzo,,,,@joergmaeder,,,"Grünliberale Partei, Stadtrat Opfikon (Exekutive), Kantonsrat ZH (Legislative)",382,2820,https://twitter.com/joergmaeder
"Mäder, Lukas",,CH,,Vincenzo,,,,@lukasmaeder,,SRF 4 News,Journalist,2'217,1'893,https://twitter.com/lukasmaeder
"Mäder, Philipp",,CH,,Vincenzo,,,,@phmaeder,,,"Journalist. Dozent http://www.maz.ch  und http://www.zhaw.ch, Student Executive MBA Universität ",1'663,1'427,https://twitter.com/phmaeder
"Maier, Anna",,CH,,Vincenzo,,,,@anna_maier,,SRF 3 (Radio) und SRF 1 (TV),Moderatorin,3'093,575,https://twitter.com/anna_maier
"Manca, Sandra",,CH,,Vincenzo,,,,@sanmanca,,,Journalistin,196,73,https://twitter.com/sanmanca
"Manzin, Tommaso",,CH,,Vincenzo,,,,@TommasoManzin,,Finanz und Wirtschaft FuW News,Journlist ,206,826,https://twitter.com/TommasoManzin
"Marchand, Victoria",,CH,,Vincenzo,,,,@Vmarchand,,Cominmag,Chefredaktor,3'244,9'187,https://twitter.com/Vmarchand
"Marie-Christine, Schindler",,CH,,Vincenzo,,,,@mcschindler,,,"Co-Autorin von PR im Social Web (O'Reilly). PR-Beratung, Redaktion, Corporate Publishing. ",6'097,19.9 Tsd,https://twitter.com/mcschindler
"Marti, Christoph",,CH,,Vincenzo,,,,@ch_marti,,,CEO/Leitung Produktion JEP Schweiz @jepschweiz & Chefredakteur #JEPMag,2'281,5'156,https://twitter.com/ch_marti
"Marti, Michael",,CH,,Vincenzo,,,,@michaelmarti,,,Online-Journalist,983,1'791,https://twitter.com/michaelmarti
"Marti, Min Li ",,CH,,Vincenzo,,,,@minlimarti,,,Politisierende Verlegerin. Zur Abwechslung von links.,1644,1570,https://twitter.com/minlimarti
"Martig, Charles",,CH,,Vincenzo,,,,@drcharlesmartig ,,,"Media, Social Media, Public Relations",7'116,14 Tsd,https://twitter.com/drcharlesmartig
"Martin, Theo",,CH,,Vincenzo,,,,@tmblm,,Bieler Tagblatt,"Stv. Chefredaktor, Nachrichtenchef",213,427,https://twitter.com/tmblm
"Martinelli, Enea ",,CH,,Vincenzo,,,,@Enea_Martinelli,,,alt-Grossrat Vizepräsident der BDP des Kantons Bern,449,927,https://twitter.com/Enea_Martinelli
"Matter, Beat",,CH,,Vincenzo,,,,@beat_matter,,,Freier Journalist,2'128,4'827,https://twitter.com/beat_matter
"Mauchle, Flo(h)rian ",,CH,,Vincenzo,,,,@FlohEinstein,,,,2754,50 Tsd,https://twitter.com/FlohEinstein
"Maurer, Markus",,CH,,Vincenzo,,,,@kusito,,,"blogger @reisenund, creator @tedxbern. interested in #fintech",4449,27.9 Tsd,https://twitter.com/kusito
"Mazzara, Alexander",,CH,,Vincenzo,,,,@A_Mazzara,,joiz,"Journalist, TV producer, civil engineer and entrepreneur. CEO and Co-Founder of joiz AG in Zurich",2'503,3'276,https://twitter.com/A_Mazzara
"Mehrmann, Rene",,CH,,Vincenzo,,,,@Swissmoreman,,,Journalist,329,808,https://twitter.com/Swissmoreman
"Meier, Beat",,CH,,Vincenzo,,,,@smbmeier,,,Curator of Flickr - visipix - Fascinating photographs - visipix - Fascinating photographs,373,8'745,https://twitter.com/smbmeier
"Meier, Markus",,CH,,Vincenzo,,,,@Dr_Meier,,Vista und OTX World,"Moderator, Arzt und Journalist / Chefredaktor",1'642,2'430,https://twitter.com/Dr_Meier
"Meier, Nik",,CH,,Vincenzo,,,,@nikbern,,SRF,Radio-Journalist,293,85,https://twitter.com/nikbern
"Meier, Pascal",,CH,,Vincenzo,,,,@meipx,,AZ Medien,Journalist,459,507,https://twitter.com/meipx
"Meier, Peter",,CH,,Vincenzo,,,,@bernpem,,Berner Zeitung,Redaktor Politik/Bundeshaus,222,146,https://twitter.com/bernpem
"Meier, Philipp",,CH,,Vincenzo,,,,@metamythos,,watson.ch,,987,11.1 Tsd,https://twitter.com/metamythos
"Meier, Pierre C.",,CH,,Vincenzo,,,,@PCM01,,CR Werbewoche,Journalist,350,512,https://twitter.com/PCM01
"Meier, Simone",,CH,,Vincenzo,,,,@SimoneMeier3,,,Journalist,1'124,850,https://twitter.com/SimoneMeier3
"Meier, Urs",,CH,,Vincenzo,,,,@trekimo,,journal21.ch,,298,2'931,https://twitter.com/trekimo
"Meile, Ralf",,CH,,Vincenzo,,,,@ralfmeile,,Watson Sport,Sportjournalist,170,671,https://twitter.com/ralfmeile
"Meisser, Pascal",,CH,,Vincenzo,,,,@Pmeisser,,Handelszeitung,Wirtschaftsjournalist,490,2'015,https://twitter.com/Pmeisser
"Menzl, Mathias",,CH,,Vincenzo,,,,@mathiasmenzl,,Social TV joiz,Head of Digital ,1'335,5'577,https://twitter.com/mathiasmenzl
"Merten, Victor",,CH,,Vincenzo,,,,@victormerten,,Neue Zürcher Zeitung am Sonntag,Journalist,357,1'075,https://twitter.com/victormerten
"Merz, Thomas",,CH,,Vincenzo,,,,@merzthurgau,,,"Prof. Dr. phil., publiziert +referiert zu Fragen rund um Medien&Gesellschaft, Prorektor PH Thurgau, Publikumsrat SRF (Freier Journalist)",1'481,3'512,https://twitter.com/merzthurgau
"Meschenmoser, Marc",,CH,,Vincenzo,,,,@Mmeschenmoser,,SRF Rundschau,Reporter,738,352,https://twitter.com/Mmeschenmoser
"Messmer, Lukas",,CH,,Vincenzo,,,,@markmeussels,,,Freelance Journalist,403,1'066,https://twitter.com/markmeussels
"Messmer, Manfred",,CH,,Vincenzo,,,,@ManfredMessmer,,,Blogger / Kolumnist / Strategieberater,1'047,5'471,https://twitter.com/ManfredMessmer
"Mettler, Jon N.",,FL,,Vincenzo,,,,@jonmettler,,Berner Zeitung,Wirtschaftsredaktor,509,1'435,https://twitter.com/jonmettler
"Metzler, Marco",,CH,,Vincenzo,,,,@mmetzler,,Neue Zürcher Zeitung (NZZaS),"Journalist, Wirtschaftsredaktor, Moderator, Dozent",1'857,1'785,https://twitter.com/mmetzler
"Meyer, Adrian",,CH,,Vincenzo,,,,@Meyer_Adrian,,,"Journalist, Reporter",340,963,https://twitter.com/Meyer_Adrian
"Meyer, Lukas",,CH,,Vincenzo,,,,@lukasmeyer99,,persoenlich.com  ,Redaktor,477,116,https://twitter.com/lukasmeyer99
"Meyer, Philip",,CH,,Vincenzo,,,,@meyerphilip,,,Broadcast Journalist,269,895,https://twitter.com/meyerphilip
"Meyer, Pirmin ",,CH,,Vincenzo,,,,@pirminmeyer,,,"idealistisch / optimistisch / grünliberal (Vorstand Kreis 3 und 9, Zürich)",897,3323,https://twitter.com/pirminmeyer
"Meyer, Thierry",,CH,,Vincenzo,,,,@Thierry_Meyer,,24heures,Chefredaktor,2'154,482,https://twitter.com/Thierry_Meyer
"Millischer, Sven",,CH,,Vincenzo,,,,@millischer,,Handelszeitung,Redaktor,511,518,https://twitter.com/millischer
"Minor, Liliane",,CH,,Vincenzo,,,,@MinorLili,,Tages-Anzeiger,Redaktorin,254,490,https://twitter.com/MinorLili
"Mirjanovic, Petar",,CH,,Vincenzo,,,,@petarmarj,,Watson News,"Newsdesk/Praktikant, Vorstand @jusosg",1'251,4'569,https://twitter.com/petarmarj
"Mitra, Renato",,CH,,Vincenzo,,,,@renatomitra,,,Vollblut-Blogger. Kommuniziert leidenschaftlich gerne über digitale Kanäle.,3365,23.1 Tsd,https://twitter.com/renatomitra
"Möhr, Sandro",,CH,,Vincenzo,,,,@sandromoehr,,Radio Grischa,,245,846,https://twitter.com/sandromoehr
"Morandi, Dario",,CH,,Vincenzo,,,,@Flight_111,,Südostschweiz,Journalist,153,46,https://twitter.com/Flight_111
"Moret, Yves",,CH,,Vincenzo,,,,@yvesmoret,,,,1883,22.2 Tsd,https://twitter.com/yvesmoret
"Moser, Adrian M.",,CH,,Vincenzo,,,,@AdrianMMoser,,,Journalist,315,319,https://twitter.com/AdrianMMoser
"Moser, Christof",,CH/D,,Vincenzo,,,,@christof_moser,,Schweiz am Sonntag,"Politik-Reporter, Redaktionsleitung http://www.infosperber.ch",4'579,6'449,https://twitter.com/christof_moser
"Mueller, Lucius",,CH,,Vincenzo,,,,@luciusmueller,,,,405,199,https://twitter.com/luciusmueller
"Mühlemann, Sonja",,CH,,Vincenzo,,,,@caram_bolage,,20 Minuten,,134,26,https://twitter.com/caram_bolage
"Müller-Beyeler, Ruedi Alexander",,CH,,Vincenzo,,,,@ruedialexander,,,Kommunikationsmanager – Markenführung – Markenführung – Kommunikationsmanagement – Designmanagement – Konvergente Medien – Multimediale Rhetorik,338,344,https://twitter.com/ruedialexander
"Müller, Adrian",,CH,,Vincenzo,,,,@mueller_adrian,,Der Bund,Journalist ,666,450,https://twitter.com/mueller_adrian
"Müller, Armin",,CH,,Vincenzo,,,,@Armin_Muller,,Handelszeitung,Chefökonom,986,1'693,https://twitter.com/Armin_Muller
"Müller, Karin",,CH,,Vincenzo,,,,@curleethepearle,,Telebasel                 ,Chefredaktorin,228,38,https://twitter.com/curleethepearle
"Müller, Lucius",,CH,,Vincenzo,,,,@luciusmueller,,,,372,147,https://twitter.com/luciusmueller
"Müller, Martina",,CH,,Vincenzo,,,,@schreibende,,,Ex-Boulevard-Journalistin,954,438,https://twitter.com/schreibende
"Müller, Patrik",,CH,,Vincenzo,,,,@patrik_mueller,,Schweiz am Sonntag,Journalist,7'801,4'369,https://twitter.com/patrik_mueller
"Müller, Richard",,CH,,Vincenzo,,,,@Ricco124,,SRF,Online-Journalist,231,212,https://twitter.com/Ricco124
"Müller, Stefan",,CH,,Vincenzo,,,,@MullerAltermatt,,,Nationalrat,1480,2595,https://twitter.com/MullerAltermatt
"Müller, Tobias",,CH,,Vincenzo,,,,@Tobias_Mueller,,SRF,Moderator/Redaktor Wissensmagazin Einstein,846,622,https://twitter.com/Tobias_Mueller
"Mustedanagic, Amir",,CH,,Vincenzo,,,,@a_mustedanagic,,TagesWoche,Leiter Newsdesk,502,256,https://twitter.com/a_mustedanagic
"Mustur, Vasilije",,CH,,Vincenzo,,,,@Dusan1611,,Neue Zürcher Zeitung und Zentralschweiz am Sonntag,Redaktor Wirtschaft,360,163,https://twitter.com/Dusan1611
"Nagy, Thom",,CH,,Vincenzo,,,,@ThomNagy,,TagesWoche,Journalist,6'451,7'200,https://twitter.com/ThomNagy
"Nappo, Manuel P.",,CH,,Vincenzo,,,,@manuelnappo,,Director Center for Digital Business and MAS Digital Business @fhhwz,Director Center for Digital Business and MAS Digital Business @fhhwz / Social Media and Mobile Business Strategist / Entrepreneur / Speaker / Digital Cowboy,3297,10.3 Tsd,https://twitter.com/manuelnappo
"Neininger, Norbert",,CH,,Vincenzo,,,,@nneininger,, Schaffhauser Nachrichten,Verleger und Chefredaktor,1'407,2'164,https://twitter.com/nneininger
"Neufeld, Deborah",,CH/D(?),,Vincenzo,,,,@Deborah_Neufeld,,"SonntagsZeitung, Weltwoche, Mädchen & Bunte",Freie Journalistin,492,110,https://twitter.com/Deborah_Neufeld
"Neuhaus, Christina",,CH,,Vincenzo,,,,@NeuhausC,,NZZ,,1'020,2'356,https://twitter.com/NeuhausC
"Niedermann, Marcel",,CH,,Vincenzo,,,,@marcel_n,,SRF,Redaktor,267,165,https://twitter.com/marcel_n
"Niethammer, Nik",,CH,,Vincenzo,,,,@nik_niethammer,,,Journalist,493,319,https://twitter.com/nik_niethammer
"Ninck, Lukas",,CH,,Vincenzo,,,,@LukasNinck,,TeleBärn,"Redaktor, Sportchef & Moderator Telebärn ",469,616,https://twitter.com/LukasNinck
"Nufer, Christoph",,CH,,Vincenzo,,,,@christophnufer,,,srf rundschau bundeshaus ,503,513,https://twitter.com/christophnufer
"Nufer, Pascal ",,"Asia, China, Schweiz",,Vincenzo,,,,@chinacuckoo,,,Journalist,505,2'567,https://twitter.com/chinacuckoo
"Nünlist, Sarah",,CH,,Vincenzo,,,,@sarahnuenlist,,,"head of online pr and social media @postschweiz. interested in the #DigitalDisruption in #Communications, the #SocialWeb, the future of #News and good #Stories.",1145,2141,https://twitter.com/sarahnuenlist
"Nuspliger, Niklaus",,Bruxelles,,Vincenzo,,,,@niknuspliger,,NZZ,Political Correspondent for @NZZ. European & international affairs - politics & more.,1'570,1'601,https://twitter.com/niknuspliger
"Ochsenbein, Tobias",,CH,,Vincenzo,,,,@tochsenbein,,NZZ,Journalist,224,122,https://twitter.com/tochsenbein
"Odermatt, Marcel",,CH,,Vincenzo,,,,@MarcelOdermatt,,Ringier,Politik-Reporter,641,25,https://twitter.com/MarcelOdermatt
"Odermatt, Marcello ",,CH,,Vincenzo,,,,@cellmob,,Der Bund,Leiter Ressort Bern,875,743,https://twitter.com/cellmob
"Oppliger, Matthias",,CH,,Vincenzo,,,,@opplimat,,TagesWoche,Journalist,458,619,https://twitter.com/opplimat
"Oswald, Martin",,CH,,Vincenzo,,,,@oswaldmartin,,SRF 3,"Leiter Online, Dozent für New Media",1'554,3'005,https://twitter.com/oswaldmartin
"Özkul, Alpcan",,CH,,Vincenzo,,,,@al_pizzle,,Tamedia,"Journalist bei Tamedia, Kommunikator bei Red Bull, Student am IAM",815,6'101,https://twitter.com/al_pizzle
"Pajarola, Jano Felice",,CH,,Vincenzo,,,,@schischeglia,,Die Südostschweiz,Regionalredaktor,254,1'190,https://twitter.com/schischeglia
"Paone, Alessandra",,CH,,Vincenzo,,,,@ale_paone,,Basler Zeitung,Redaktorin,392,215,https://twitter.com/ale_paone
"Parma, Viktor",,CH,,Vincenzo,,,,@viktorparma,,,"Publizist, Journalist, Buchautor",330,76,https://twitter.com/viktorparma
"Parvex, Olivier",,CH,,Vincenzo,,,,@Parvex77,,,Journalist,393,360,https://twitter.com/Parvex77
"Peritz, Reto",,CH,,Vincenzo,,,,@retoperitz,,SRF ,TV Producer,1'316,5'058,https://twitter.com/retoperitz
"Perrin, Daniel",,CH,,Vincenzo,,,,@danielperrin,,,Linguist and Communication Coach,230,14,https://twitter.com/danielperrin
"Pfander, Matthias",,CH,,Vincenzo,,,,@MatthiasPfander,,,,174,59,https://twitter.com/MatthiasPfander
"Pfiffner, Philippe",,CH,,Vincenzo,,,,@phpfiffner,,,Journalist,263,192,https://twitter.com/phpfiffner
"Plachesi, Adrian",,CH,,Vincenzo,,,,@plachesi,,Telebasel Report / 7vor7 / Mash bei Telebasel,Redaktor / Moderator / Produzent Mash,836,735,https://twitter.com/plachesi
"Plattner, Titus",,CH,,Vincenzo,,,,@titusplattner,,Matin Dimanche und SonntagsZeitung,Reporter / Board of Swiss FOIA association http://www.loitransparence.ch,740,2'680,https://twitter.com/titusplattner
"Porlezza, Colin",,CH,,Vincenzo,,,,@herdingbehavior,,Universität Zürich,"Lecturer @ University of Zurich. Studies journalism innovation, media accountability & crowdfunding. ",324,1780,https://twitter.com/herdingbehavior
"Prazeller, Markus",,CH,,Vincenzo,,,,@prazeller,,,"Journalist, Jurist",1'433,1'039,https://twitter.com/prazeller
"Preisser, Matthias",,CH,,Vincenzo,,,,@mpreisser,,,Journalist / Redaktor BR,102,24,https://twitter.com/mpreisser
"Probala, Rolf",,CH,,Vincenzo,,,,@rprobala,,Rolf Probala Communications GmbH,"Ethnologe, Radio & TV-Journalist, Moderator, Kommunikation und Medienberater",105,139,https://twitter.com/rprobala
"Rafi, Reza",,CH,,Vincenzo,,,,@reza_rafi,,SonntagsZeitung,Journalist,1'588,258,https://twitter.com/reza_rafi
"Ramming, Gian",,CH,,Vincenzo,,,,@rammingi,,Radiotelevisiun Svizra Rumantscha RTR,Journalist,212,70,https://twitter.com/rammingi
"Rappaz, Bernard",,CH,,Vincenzo,,,,@Bernard_Rappaz,,TV RTS,Rédac' en chef actualité,5'219,5'470,https://twitter.com/Bernard_Rappaz
"Rasch, Michael",,CH,,Vincenzo,,,,@raschnzz,,NZZ,Börsen-Chef,747,1'744,https://twitter.com/raschnzz
"Rasmussen, Finn",,CH,,Vincenzo,,,,@DjRasmus,,Radio X,Programmkoordinator,109,43,https://twitter.com/DjRasmus
"Rauber, Urs",,CH,,Vincenzo,,,,@ZeitRauber,,NZZ am Sonntag,"Journalist, Redaktor Bücher am Sonntag",1'630,5'336,https://twitter.com/ZeitRauber
"Raz, Florian",,CH,,Vincenzo,,,,@razinger,,TagesWoche,Editor ,1'005,12.2 Tsd,https://twitter.com/razinger
"Reber, Samuel",,CH,,Vincenzo,,,,@samuel_reber,,"Tages-Anzeiger, NewsNet",Nachrichtenchef,235,45,https://twitter.com/samuel_reber
"Rechsteiner, Stefan",,CH,,Vincenzo,,,,@albuvee,,@macprime; @melamedia_ch,"IT-Journalist & Editor-in-Chief, CEO & Founder @melamedia_ch; Frontend Engineer & Web Developer",1'124,8'111,https://twitter.com/albuvee
"Reding, Philip",,CH,,Vincenzo,,,,@pr_eding,,,,516,1920,https://twitter.com/pr_eding
"Regez, Stefan",,CH,,Vincenzo,,,,@StefanRegez,,Schweizer Illustrierte,Chefredaktor,218,4,https://twitter.com/StefanRegez
"Reichen, Philippe",,CH,,Vincenzo,,,,@PhilippeReichen,,Tages-Anzeiger,Westschweiz-Korrespondent,521,903,https://twitter.com/PhilippeReichen
"Reimann, Fritz",,CH,,Vincenzo,,,,@fritzreimann,,SRF Schweizer Radio und Fernsehen,Journalist,855,90,https://twitter.com/fritzreimann
"Reinhardt, Gerry",,CH,,Vincenzo,,,,@gerryreinhardt,,Radio24,Social Media- und Web-Mensch,2'342,23.5 Tsd,https://twitter.com/gerryreinhardt
"Reis, Stefan",,CH,,Vincenzo,,,,@ReisSchweizer,,NZZ,"Journalist, Redaktor ",414,1'358,https://twitter.com/ReisSchweizer
"Reisp, Elisabeth",,CH,,Vincenzo,,,,@Ereisp,,,Journalistin,109,303,https://twitter.com/Ereisp
"Renaud, Michelle",,CH,,Vincenzo,,,,@MichelleRenaud1,,Telebärn,Journalistin und TV Moderatorin News ,348,856,https://twitter.com/MichelleRenaud1
"Renggli, Magnus",,CH,,Vincenzo,,,,@MagnusRenggli,,SRF,Journalist,346,195,https://twitter.com/MagnusRenggli
"Rentsch, Bernhard",,CH,,Vincenzo,,,,@BernhardRentsch,,Bieler Tagblatt,Chefredaktor,218,620,https://twitter.com/BernhardRentsch
"Renz, Fabian",,CH,,Vincenzo,,,,@renzfabian01,,Tages-Anzeiger/Der Bund,Journalist,291,65,https://twitter.com/renzfabian01
"Rey, Claudia",,CH,,Vincenzo,,,,@the_claudiarey,,NZZ,Journalistin,143,116,https://twitter.com/the_claudiarey
"Rey, Roman",,Tokyo,,Vincenzo,,,,@derrey,,Watson News,Sammelt Nacht für Nacht die besten News für @watson_news. Büro im Rucksack.,424,2'014,https://twitter.com/derrey
"Ribi, Thomas",,CH,,Vincenzo,,,,@thomasribi,,NZZ,,307,85,https://twitter.com/thomasribi
"Rickli, Natalie",,CH,,Vincenzo,,,,@NatalieRickli,,,Nationalrätin,14.5 Tsd,1'456,https://twitter.com/NatalieRickli
"Rigutto, Stefanie",,CH,,Vincenzo,,,,@StefanieRigutto,,SonntagsZeitung / Annabelle,Travel Editor / Reporter & travel blogger,661,628,https://twitter.com/StefanieRigutto
"Rockenbach, Michael",,CH,,Vincenzo,,,,@rock_n_bach,,,,415,48,https://twitter.com/rock_n_bach
